name,DOI,publication_year,dataset_used,task
towards patient-individual pi-rads v2 sector map: cnn for automatic segmentation of prostatic zones from t2-weighted mri,10.1109/isbi.2019.8759572,2019,PROMISE12,Cardiac
cascade dense-unet for prostate segmentation in mr images,10.1007/978-3-030-26763-6_46,2019,PROMISE12,Cardiac
hybrid descriptive‐inferential method for key feature selection in prostate cancer radiomics,10.1002/asmb.2642,2021,PROMISE12,Cardiac
hierarchical prostate mri segmentation via level set clustering with shape prior,10.1016/j.neucom.2016.12.071,2017,PROMISE12,Cardiac
iterative interaction training for segmentation editing networks,10.1007/978-3-030-00919-9_42,2018,PROMISE12,Cardiac
visual saliency based active learning for prostate mri segmentation,10.1007/978-3-319-24888-2_2,2015,PROMISE12,Cardiac
prostate segmentation in transrectal ultrasound using magnetic resonance imaging priors,10.1007/s11548-018-1742-6,2018,PROMISE12,Cardiac
gas: a genetic atlas selection strategy in multi-atlas segmentation framework,10.1016/j.media.2018.11.007,2019,PROMISE12,Cardiac
anisotropic 3d multi-stream cnn for accurate prostate segmentation from multi-planar mri,10.1016/j.cmpb.2020.105821,2021,PROMISE12,Cardiac
biomechanical modeling constrained surface-based image registration for prostate mr guided trus biopsy,10.1118/1.4917481,2015,PROMISE12,Cardiac
3d mr ventricle segmentation in pre-term infants with post-hemorrhagic ventricle dilatation (phvd) using multi-phase geodesic level-sets,10.1016/j.neuroimage.2015.05.099,2015,PROMISE12,Cardiac
prostate segmentation in mr images using ensemble deep convolutional neural networks,10.1109/isbi.2017.7950630,2017,PROMISE12,Cardiac
self-paced and self-consistent co-training for semi-supervised image segmentation,10.1016/j.media.2021.102146,2021,PROMISE12,Cardiac
blurred trace infrared image segmentation based on template approach and immune factor,10.1016/j.infrared.2014.07.002,2014,PROMISE12,Cardiac
deep learning-based boundary detection for model-based segmentation with application to mr prostate segmentation,10.1007/978-3-030-00937-3_59,2018,PROMISE12,Cardiac
comparison of prostate mri lesion segmentation agreement between multiple radiologists and a fully automatic deep learning system,10.1055/a-1290-8070,2021,PROMISE12,Cardiac
deep reinforcement learning in computer vision: a comprehensive survey,10.1007/s10462-021-10061-9,2021,PROMISE12,Cardiac
automatic prostate segmentation on mr images with deep network and graph model,10.1109/embc.2016.7590782,2016,PROMISE12,Cardiac
automatic high resolution segmentation of the prostate from multi-planar mri,10.1109/isbi.2018.8363549,2018,PROMISE12,Cardiac
radiomics: a new biomedical workflow to create a predictive model,10.1007/978-3-030-52791-4_22,2020,PROMISE12,Cardiac
eis-net: segmenting early infarct and scoring aspects simultaneously on non-contrast ct of patients with acute ischemic stroke,10.1016/j.media.2021.101984,2021,PROMISE12,Cardiac
spatially varying accuracy and reproducibility of prostate segmentation in magnetic resonance images using manual and semiautomated methods,10.1118/1.4899182,2014,PROMISE12,Cardiac
comparative local quality assessment of 3d medical image segmentations with focus on statistical shape model-based algorithms,10.1109/tvcg.2015.2501813,2016,PROMISE12,Cardiac
fast automated segmentation of multiple objects via spatially weighted shape learning,10.1088/0031-9155/61/22/8070,2016,PROMISE12,Cardiac
deep convolutional neural network for prostate mr segmentation,10.1117/12.2254621,2017,PROMISE12,Cardiac
prostate segmentation using 2d bridged u-net,10.1109/ijcnn.2019.8851908,2019,PROMISE12,Cardiac
three-dimensional convolutional neural network for prostate mri segmentation and comparison of prostate volume measurements by use of artificial neural network and ellipsoid formula,10.2214/ajr.19.22254,2020,PROMISE12,Cardiac
superpixel-based deep convolutional neural networks and active contour model for automatic prostate segmentation on 3d mri scans,10.1007/s11517-020-02199-5,2020,PROMISE12,Cardiac
psp net-based automatic segmentation network model for prostate magnetic resonance imaging,10.1016/j.cmpb.2021.106211,2021,PROMISE12,Cardiac
rotationally resliced 3d prostate trus segmentation using convex optimization with shape priors,10.1118/1.4906129,2015,PROMISE12,Cardiac
development and clinical implementation of seednet: a sliding-window convolutional neural network for radioactive seed identification in mri-assisted radiosurgery (mars),10.1002/mrm.27677,2019,PROMISE12,Cardiac
constrained deep networks: lagrangian optimization via log-barrier extensions,10.23919/eusipco55093.2022.9909927,2019,PROMISE12,Cardiac
manual prostate cancer segmentation in mri: interreader agreement and volumetric correlation with transperineal template core needle biopsy,10.1007/s00330-020-06786-w,2020,PROMISE12,Cardiac
evou-net,10.1145/3341105.3373856,2020,PROMISE12,Cardiac
deep learning in radiation oncology treatment planning for prostate cancer: a systematic review,10.1007/s10916-020-01641-3,2020,PROMISE12,Cardiac
semi-supervised medical image segmentation via a tripled-uncertainty guided mean teacher model with contrastive learning,10.1016/j.media.2022.102447,2022,PROMISE12,Cardiac
online robust projective dictionary learning: shape modeling for mr-trus registration,10.1109/tmi.2017.2777870,2018,PROMISE12,Cardiac
optimisation of 2d u-net model components for automatic prostate segmentation on mri,10.3390/app10072601,2020,PROMISE12,Cardiac
machine segmentation of pelvic anatomy in mri-assisted radiosurgery (mars) for prostate cancer brachytherapy,10.1016/j.ijrobp.2020.06.076,2020,PROMISE12,Cardiac
an evolutionary denseres deep convolutional neural network for medical image segmentation,10.1109/access.2020.3039496,2020,PROMISE12,Cardiac
skin lesion segmentation with deep learning,10.1109/eurocon.2019.8861636,2019,PROMISE12,Cardiac
automatic segmentation of 3d prostate mr images with iterative localization refinement,10.1016/j.dsp.2019.102649,2020,PROMISE12,Cardiac
tripled-uncertainty guided mean teacher model for semi-supervised medical image segmentation,10.1007/978-3-030-87196-3_42,2021,PROMISE12,Cardiac
deeply learnt hashing forests for content based image retrieval in prostate mr images,10.1117/12.2217162,2016,PROMISE12,Cardiac
cloud deployment of high-resolution medical image analysis with tomaat,10.1109/jbhi.2018.2885214,2019,PROMISE12,Cardiac
interactive medical image segmentation via a point-based interaction,10.1016/j.artmed.2020.101998,2021,PROMISE12,Cardiac
computer-aided diagnosis of prostate cancer using multiparametric mri and clinical features: a patient-level classification framework,10.1016/j.media.2021.102153,2021,PROMISE12,Cardiac
federated whole prostate segmentation in mri with personalized neural architectures,10.1007/978-3-030-87199-4_34,2021,PROMISE12,Cardiac
automatic segmentation of pelvis for brachytherapy of prostate,10.1093/rpd/ncv461,2016,PROMISE12,Cardiac
longitudinal analysis of pre-term neonatal cerebral ventricles from 3d ultrasound images using spatial-temporal deformable registration,10.1109/tmi.2016.2643635,2017,PROMISE12,Cardiac
regression and statistical shape model based substitute ct generation for mri alone external beam radiation therapy from standard clinical mri sequences,10.1088/1361-6560/aa9104,2017,PROMISE12,Cardiac
prostate segmentation from 3d mri using a two-stage model and variable-input based uncertainty measure,10.1109/isbi.2019.8759300,2019,PROMISE12,Cardiac
deep dilated v-net for 3d volume segmentation of pancreas in ct images,10.1109/spin48934.2020.9071339,2020,PROMISE12,Cardiac
automated stroke lesion segmentation in non-contrast ct scans using dense multi-path contextual generative adversarial network,10.1088/1361-6560/aba166,2020,PROMISE12,Cardiac
deep generative model-driven multimodal prostate segmentation in radiotherapy,10.1007/978-3-030-32486-5_15,2019,PROMISE12,Cardiac
sk-unet: an improved u-net model with selective kernel for the segmentation of lge cardiac mr images,10.1109/jsen.2021.3056131,2021,PROMISE12,Cardiac
improving prostate whole gland segmentation in t2-weighted mri with synthetically generated data,10.1109/isbi48211.2021.9433793,2021,PROMISE12,Cardiac
recent automatic segmentation algorithms of mri prostate regions: a review,10.1109/access.2021.3090825,2021,PROMISE12,Cardiac
fully automatic multispectral mr image segmentation of prostate gland based on the fuzzy c-means clustering algorithm,10.1007/978-3-319-56904-8_3,2018,PROMISE12,Cardiac
prostate detection and segmentation based on convolutional neural network and topological derivative,10.1109/icip.2017.8296847,2017,PROMISE12,Cardiac
automatic prostate segmentation based on fusion between deep network and variational methods,10.3233/xst-190524,2019,PROMISE12,Cardiac
3d multi-scale discriminative network with multi-directional edge loss for prostate zonal segmentation in bi-parametric mr images,10.1016/j.neucom.2020.07.116,2020,PROMISE12,Cardiac
emonas-net: efficient multiobjective neural architecture search using surrogate-assisted evolutionary algorithm for 3d medical image segmentation,10.1016/j.artmed.2021.102154,2021,PROMISE12,Cardiac
bounding box tightness prior for weakly supervised image segmentation,10.1007/978-3-030-87196-3_49,2021,PROMISE12,Cardiac
rotationally resliced 3d prostate segmentation of mr images using bhattacharyya similarity and active band theory,10.1016/j.ejmp.2018.09.005,2018,PROMISE12,Cardiac
automatic mri prostate segmentation using 3d deeply supervised fcn with concatenated atrous convolution,10.1117/12.2512551,2019,PROMISE12,Cardiac
mr to ultrasound image registration with segmentation‐based learning for hdr prostate brachytherapy,10.1002/mp.14901,2021,PROMISE12,Cardiac
automatic segmentation of prostate magnetic resonance imaging using generative adversarial networks,10.1016/j.clinimag.2020.10.014,2021,PROMISE12,Cardiac
comprehensive importance-based selective regularization for continual segmentation across multiple sites,10.1007/978-3-030-87193-2_37,2021,PROMISE12,Cardiac
medical image segmentation with 3d convolutional neural networks: a survey,10.1016/j.neucom.2022.04.065,2022,PROMISE12,Cardiac
comprehensive autoencoder for prostate recognition on mr images,10.1109/isbi.2016.7493479,2016,PROMISE12,Cardiac
a multiresolution prostate representation for automatic segmentation in magnetic resonance images,10.1002/mp.12141,2017,PROMISE12,Cardiac
tele-operated mri-guided needle insertion for prostate interventions,10.1142/s2424905x18420035,2019,PROMISE12,Cardiac
classification before segmentation: improved u-net prostate segmentation,10.1109/bhi.2019.8834494,2019,PROMISE12,Cardiac
artiﬁcial intelligence in medicine: current state and main directions of development of the intellectual diagnostics,10.22328/2079-5343-2020-11-1-9-17,2020,PROMISE12,Cardiac
cda-net for automatic prostate segmentation in mr images,10.3390/app10196678,2020,PROMISE12,Cardiac
mixup (sample pairing) can improve the performance of deep segmentation networks,10.2478/jaiscr-2022-0003,2022,PROMISE12,Cardiac
zonal segmentation in transrectal ultrasound images of the prostate through deep learning,10.1109/ultsym.2018.8580157,2018,PROMISE12,Cardiac
computer-aided diagnosis and decision-making system for medical data analysis: a case study on prostate mr images,10.1016/j.jmse.2020.01.002,2019,PROMISE12,Cardiac
prostate segmentation via fusing the nested-v-net3d and v-net2d,10.1109/ubmyk48245.2019.8965456,2019,PROMISE12,Cardiac
active contour model in deep learning era: a revise and review,10.1007/978-3-030-40977-7_11,2020,PROMISE12,Cardiac
a context based deep learning approach for unbalanced medical image segmentation,10.1109/isbi45749.2020.9098597,2020,PROMISE12,Cardiac
v-net light - parameter-efficient 3-d convolutional neural network for prostate mri segmentation,10.1109/isbi45749.2020.9098643,2020,PROMISE12,Cardiac
model-based segmentation using neural network-based boundary detectors: application to prostate and heart segmentation in mr images,10.1016/j.mlwa.2021.100078,2021,PROMISE12,Cardiac
dual focal loss to address class imbalance in semantic segmentation,10.1016/j.neucom.2021.07.055,2021,PROMISE12,Cardiac
unet based xception model for prostate cancer segmentation from mri images,10.1007/s11042-021-11334-9,2021,PROMISE12,Cardiac
domain composition and attention for unseen-domain generalizable medical image segmentation,10.1007/978-3-030-87199-4_23,2021,PROMISE12,Cardiac
opportunities for image analysis in radiation oncology,10.1007/s13246-014-0278-5,2014,PROMISE12,Cardiac
a combinatorial bayesian and dirichlet model for prostate mr image segmentation using probabilistic image features,10.1088/0031-9155/61/16/6085,2016,PROMISE12,Cardiac
3d prostate trus segmentation using globally optimized volume-preserving prior,10.1007/978-3-319-10404-1_99,2014,PROMISE12,Cardiac
landmark based prostate mri segmentation via improved level set method,10.1109/icsp.2016.7877790,2016,PROMISE12,Cardiac
automatic and interactive prostate segmentation in mri using learned contexts on a sparse graph template,10.1109/isbi.2017.7950527,2017,PROMISE12,Cardiac
interactive medical image segmentation via point-based interaction and  sequential patch learning,10.48550/arxiv.1804.10481,2018,PROMISE12,Cardiac
using a conditional generative adversarial network (cgan) for prostate segmentation,10.1007/978-3-030-39343-4_2,2019,PROMISE12,Cardiac
automatic brain extraction from 3d fetal mr image with deep learning-based multi-step framework,10.1016/j.compmedimag.2020.101848,2021,PROMISE12,Cardiac
applications of artificial intelligence in prostate cancer imaging,10.1097/mou.0000000000000887,2021,PROMISE12,Cardiac
automatic prostate cancer detection on multi-parametric mri with hierarchical weakly supervised learning,10.1109/isbi48211.2021.9434108,2021,PROMISE12,Cardiac
fully automated detection of prostate transition zone tumors on t2‐weighted and apparent diffusion coefficient (adc) map mr images using u‐net ensemble,10.1002/mp.15181,2021,PROMISE12,Cardiac
combined model-based and deep learning-based automated 3d zonal segmentation of the prostate on t2-weighted mr images: clinical evaluation,10.1007/s00330-021-08408-5,2022,PROMISE12,Cardiac
h-proseg: hybrid ultrasound prostate segmentation based on explainability-guided mathematical model,10.1016/j.cmpb.2022.106752,2022,PROMISE12,Cardiac
prostate158 - an expert-annotated 3t mri dataset and algorithm for prostate cancer detection,10.1016/j.compbiomed.2022.105817,2022,PROMISE12,Cardiac
prostate contours delineation using interactive directional active contours model and parametric shape prior model,10.1002/cnm.2726,2015,PROMISE12,Cardiac
3d prostate mr-trus non-rigid registration using dual optimization with volume-preserving constraint,10.1117/12.2217079,2016,PROMISE12,Cardiac
multi-task shape regression for medical image segmentation,10.1007/978-3-319-46726-9_25,2016,PROMISE12,Cardiac
segmentation of prostate in diffusion mr images via clustering,10.1007/978-3-319-59876-5_52,2017,PROMISE12,Cardiac
automated segmentation based on residual u-net model for mr prostate images,10.1109/cisp-bmei.2018.8633233,2018,PROMISE12,Cardiac
medical image analysis with semantic segmentation and active learning,10.24193/subbi.2019.1.03,2019,PROMISE12,Cardiac
feature-based deformable registration using minimal spanning tree for prostate mr segmentation,10.1109/access.2019.2943485,2019,PROMISE12,Cardiac
shape-aware meta-learning for generalizing prostate mri segmentation to  unseen domains,10.48550/arxiv.2007.02035,2020,PROMISE12,Cardiac
automatic prostate segmentation on 3d mri scans using convolutional neural networks with residual connections and superpixels,10.1109/iwssip48289.2020.9145218,2020,PROMISE12,Cardiac
robust resolution-enhanced prostate segmentation in magnetic resonance and ultrasound images through convolutional neural networks,10.3390/app11020844,2021,PROMISE12,Cardiac
feddg: federated domain generalization on medical image segmentation via  episodic learning in continuous frequency space,10.48550/arxiv.2103.06030,2021,PROMISE12,Cardiac
mri diffusion‐weighted imaging to measure infarct volume: assessment of manual segmentation variability,10.1111/jon.12850,2021,PROMISE12,Cardiac
mri pulse sequence integration for deep‐learning‐based brain metastases segmentation,10.1002/mp.15136,2021,PROMISE12,Cardiac
procdet: a new method for prostate cancer detection based on mr images,10.1109/access.2021.3114733,2021,PROMISE12,Cardiac
self-supervised multimodal generalized zero shot learning for gleason grading,10.1007/978-3-030-87722-4_5,2021,PROMISE12,Cardiac
deep learning model for automatic prostate segmentation on bicentric t2w images with and without endorectal coil,10.1109/embc46164.2021.9630792,2021,PROMISE12,Cardiac
computer-aided segmentation on mri for prostate radiotherapy part i: quantifying human interobserver variability of the prostate and organs at risk and its impact on radiation dosimetry,10.1016/j.radonc.2021.12.011,2021,PROMISE12,Cardiac
prostate segmentation via dynamic fusion model,10.1007/s13369-021-06502-w,2022,PROMISE12,Cardiac
multiscale transunet + + : dense hybrid u-net with transformer for medical image segmentation,10.1007/s11760-021-02115-w,2022,PROMISE12,Cardiac
medical image diagnosis of prostate tumor based on psp-net+vgg16 deep learning network,10.1016/j.cmpb.2022.106770,2022,PROMISE12,Cardiac
adaptation of a multi-site network to a new clinical site via batch-normalization similarity,10.1109/isbi52829.2022.9761487,2022,PROMISE12,Cardiac
attention-assisted adversarial model for cerebrovascular segmentation in 3d tof-mra volumes,10.1109/tmi.2022.3186731,2022,PROMISE12,Cardiac
tfcns: a cnn-transformer hybrid network for medical image segmentation,10.1007/978-3-031-15937-4_65,2022,PROMISE12,Cardiac
personalized retrogress-resilient federated learning toward imbalanced medical data,10.1109/tmi.2022.3192483,2022,PROMISE12,Cardiac
c-cam: causal cam for weakly supervised semantic segmentation on medical image,10.1109/cvpr52688.2022.01138,2022,PROMISE12,Cardiac
automatic prostate segmentation on mr images using enhanced holistically-nested networks,10.1109/icpr.2018.8545341,2018,PROMISE12,Cardiac
scale normalization cascaded dense-unet for prostate segmentation in mr images,10.1007/978-3-030-34110-7_45,2019,PROMISE12,Cardiac
mri pulse sequence integration for deep-learning based brain metastasis  segmentation,10.48550/arxiv.1912.08775,2019,PROMISE12,Cardiac
3d fully convolutional network incorporating savitzky-golay filtering for prostate segmentation,10.1145/3364836.3364854,2019,PROMISE12,Cardiac
attention deep residual networks for mr image analysis,10.1007/s00521-020-05083-3,2020,PROMISE12,Cardiac
ms-nas: multi-scale neural architecture search for medical image  segmentation,10.48550/arxiv.2007.06151,2020,PROMISE12,Cardiac
prospect and adversity of artificial intelligence in urology,10.1016/b978-0-12-821259-2.00016-8,2021,PROMISE12,Cardiac
a new data augmentation method based on local image warping for medical image segmentation,10.1002/mp.14651,2021,PROMISE12,Cardiac
investigation of mri prostate localization using different mri modality scans,10.1109/aieee51419.2021.9435797,2021,PROMISE12,Cardiac
multi-task curriculum learning for semi-supervised medical image segmentation,10.1109/isbi48211.2021.9433851,2021,PROMISE12,Cardiac
a systematic collection of medical image datasets for deep learning,10.48550/arxiv.2106.12864,2021,PROMISE12,Cardiac
dilated volumetric network: an enhanced fully convolutional network for volumetric prostate segmentation from magnetic resonance imaging,10.1134/s1054661821020024,2021,PROMISE12,Cardiac
prosegnet: a new network of prostate segmentation based on mr images,10.1109/access.2021.3096665,2021,PROMISE12,Cardiac
intelligent computer-aided prostate cancer diagnosis systems: state-of-the-art and future directions,10.1155/2021/9955174,2021,PROMISE12,Cardiac
versatile convolutional networks applied to computed tomography and magnetic resonance image segmentation,10.1007/s10916-021-01751-6,2021,PROMISE12,Cardiac
morphable convolutional neural network for biomedical image segmentation,10.23919/date51398.2021.9474153,2021,PROMISE12,Cardiac
the growing role for semantic segmentation in urology,10.1016/j.euf.2021.07.017,2021,PROMISE12,Cardiac
context-aware virtual adversarial training for anatomically-plausible segmentation,10.1007/978-3-030-87193-2_29,2021,PROMISE12,Cardiac
learning multi-scale synergic discriminative features for prostate image segmentation,10.1016/j.patcog.2022.108556,2022,PROMISE12,Cardiac
a novel prostate segmentation method: triple fusion model with hybrid loss,10.1007/s00521-022-07188-3,2022,PROMISE12,Cardiac
few-shot image segmentation for cross-institution male pelvic organs using registration-assisted prototypical learning,10.1109/isbi52829.2022.9761453,2022,PROMISE12,Cardiac
source free domain adaptation for medical image segmentation with fourier style mining,10.1016/j.media.2022.102457,2022,PROMISE12,Cardiac
long-range 3d self-attention for mri prostate segmentation,10.1109/isbi52829.2022.9761448,2022,PROMISE12,Cardiac
auto-contouring for image-guidance and treatment planning,10.1007/978-3-030-83047-2_11,2022,PROMISE12,Cardiac
dltta: dynamic learning rate for test-time adaptation on cross-domain medical images,10.1109/tmi.2022.3191535,2022,PROMISE12,Cardiac
an efficient semi-supervised framework with multi-task and curriculum learning for medical image segmentation,10.1142/s0129065722500435,2022,PROMISE12,Cardiac
brain tumour segmentation on 3d mri using attention v-net,10.1007/978-3-031-08223-8_28,2022,PROMISE12,Cardiac
multi‐scale discriminative network for prostate cancer lesion segmentation in multiparametric mr images,10.1002/mp.15861,2022,PROMISE12,Cardiac
emerging mr methods for improved diagnosis of prostate cancer by multiparametric mri,10.1007/s10334-022-01031-5,2022,PROMISE12,Cardiac
a review on the use of deep learning for medical images segmentation,10.1016/j.neucom.2022.07.070,2022,PROMISE12,Cardiac
segmentation of liver tumor in ct scan using resu-net,10.3390/app12178650,2022,PROMISE12,Cardiac
artificial intelligence for clinical diagnosis and treatment of prostate cancer,10.3390/cancers14225595,2022,PROMISE12,Cardiac
data synthesis and adversarial networks: a review and meta-analysis in cancer imaging,10.1016/j.media.2022.102704,2022,PROMISE12,Cardiac
statistical power in image segmentation: relating sample size to reference standard quality,10.1007/978-3-319-24574-4_13,2015,PROMISE12,Cardiac
validation of a method for retroperitoneal tumor segmentation,10.1007/s11548-017-1530-8,2017,PROMISE12,Cardiac
multi-view collaborative segmentation for prostate mri images,10.1109/embc.2017.8037618,2017,PROMISE12,Cardiac
colour image segmentation using perceptual colour difference saliency algorithm,10.51415/10321/2931,2021,PROMISE12,Cardiac
densely dilated spatial pooling convolutional network using benign loss  functions for imbalanced volumetric prostate segmentation,10.48550/arxiv.1801.10517,2018,PROMISE12,Cardiac
on computer-aided diagnosis of prostate cancer from mri using machine intelligence techniques,10.1109/icecct.2019.8869533,2019,PROMISE12,Cardiac
cns: cyclegan-assisted neonatal segmentation model for cross-datasets,10.1007/978-3-030-35817-4_21,2019,PROMISE12,Cardiac
database acquisition for the lung cancer computer aided diagnostic systems,10.23919/fruct48121.2019.8981537,2019,PROMISE12,Cardiac
optimization of multi-atlas segmentation with joint label fusion algorithm for automatic segmentation in prostate mr imaging,10.13104/imri.2020.24.3.123,2020,PROMISE12,Cardiac
medical datasets collections for artificial intelligence-based medical  image analysis,10.48550/arxiv.2102.01549,2021,PROMISE12,Cardiac
a study on using deep learning for segmentation of medical image,10.1007/978-981-16-1550-4_14,2021,PROMISE12,Cardiac
medical imaging based diagnosis through machine learning and data analysis,10.1007/978-3-030-69951-2_8,2021,PROMISE12,Cardiac
context-aware virtual adversarial training for anatomically-plausible  segmentation,10.48550/arxiv.2107.05532,2021,PROMISE12,Cardiac
integration of dynamic multi-atlas and deep learning techniques to improve segmentation of the prostate in mr images,10.1142/s0219467822500310,2021,PROMISE12,Cardiac
federated whole prostate segmentation in mri with personalized neural  architectures,10.48550/arxiv.2107.08111,2021,PROMISE12,Cardiac
hcdg: a hierarchical consistency framework for domain generalization on medical image segmentation,10.2139/ssrn.4188684,2021,PROMISE12,Cardiac
an improved u-net for human sperm head segmentation,10.1007/s11063-021-10643-2,2021,PROMISE12,Cardiac
group shift pointwise convolution for volumetric medical image segmentation,10.1007/978-3-030-87199-4_5,2021,PROMISE12,Cardiac
group shift pointwise convolution for volumetric medical image  segmentation,10.48550/arxiv.2109.12629,2021,PROMISE12,Cardiac
causality-inspired single-source domain generalization for medical image  segmentation,10.48550/arxiv.2111.12525,2021,PROMISE12,Cardiac
automatic prostate segmentation of magnetic resonance imaging using res-net,10.1007/s10334-021-00979-0,2021,PROMISE12,Cardiac
segmentation of male pelvic organs on computed tomography with a deep neural network fine-tuned by a level-set method,10.1016/j.compbiomed.2021.105107,2021,PROMISE12,Cardiac
computer-aided segmentation on mri for prostate radiotherapy part ii: comparing human and computer observer populations and the influence of annotator variability on algorithm variability,10.1016/j.radonc.2021.12.033,2021,PROMISE12,Cardiac
a novel registration‐based algorithm for prostate segmentation via the combination of ssm and cnn,10.1002/mp.15698,2022,PROMISE12,Cardiac
maxstyle: adversarial style composition for robust medical image segmentation,10.1007/978-3-031-16443-9_15,2022,PROMISE12,Cardiac
learning towards synchronous network memorizability and generalizability for continual segmentation across multiple sites,10.1007/978-3-031-16443-9_37,2022,PROMISE12,Cardiac
automatic prostate and peri-prostatic fat segmentation based on pyramid mechanism fusion network for t2-weighted mri,10.1016/j.cmpb.2022.106918,2022,PROMISE12,Cardiac
automatic segmentation of prostate mri based on 3d pyramid pooling unet,10.1002/mp.15895,2022,PROMISE12,Cardiac
multi-parametric magnetic resonance imaging fusion for automatic classification of prostate cancer,10.1109/embc48229.2022.9871334,2022,PROMISE12,Cardiac
semi-supervised medical image segmentation using cross-model pseudo-supervision with shape awareness and local context constraints,10.1007/978-3-031-16452-1_14,2022,PROMISE12,Cardiac
atlas-based semantic segmentation of prostate zones,10.1007/978-3-031-16443-9_55,2022,PROMISE12,Cardiac
estimating model performance under domain shifts with class-specific confidence scores,10.1007/978-3-031-16449-1_66,2022,PROMISE12,Cardiac
domain and content adaptive convolution based multi-source domain generalization for medical image segmentation,10.1109/tmi.2022.3210133,2022,PROMISE12,Cardiac
segmentation mask resampling for mri prostate localization improvement,10.1109/icecet55527.2022.9872602,2022,PROMISE12,Cardiac
domain generalization of deep networks for medical image segmentation via meta learning,10.1016/b978-0-32-399851-2.00016-8,2023,PROMISE12,Cardiac
deep learning for an improved diagnostic pathway of prostate cancer in a small multi-parametric magnetic resonance data regime,10.31265/usps.197,2022,PROMISE12,Cardiac
dataset of prostate mri annotated for anatomical zones and cancer,10.1016/j.dib.2022.108739,2022,PROMISE12,Cardiac
the use of deep learning in interventional radiotherapy (brachytherapy): a review with a focus on open source and open data,10.1016/j.zemedi.2022.10.005,2022,PROMISE12,Cardiac
deep learning algorithm performs similarly to radiologists in the assessment of prostate volume on mri,10.1007/s00330-022-09239-8,2022,PROMISE12,Cardiac
dual attention guided multiscale neural network trained with curriculum learning for noninvasive prediction of gleason grade group from mri,10.1002/mp.16102,2022,PROMISE12,Cardiac
an efficient interactive segmentation framework for medical images without pre‐training,10.1002/mp.16120,2022,PROMISE12,Cardiac
evaluating data augmentation effects on the recognition of sugarcane leaf spot,10.3390/agriculture12121997,2022,PROMISE12,Cardiac
a review of deep learning-based deformable medical image registration,10.3389/fonc.2022.1047215,2022,PROMISE12,Cardiac
automatic segmentation of prostate zonal anatomy on mri: a systematic review of the literature,10.1186/s13244-022-01340-2,2022,PROMISE12,Cardiac
leveraging image complexity in macro-level neural network design for medical image segmentation,10.1038/s41598-022-26482-7,2022,PROMISE12,Cardiac
casf-net: cross-attention and cross-scale fusion network for medical image segmentation,10.1016/j.cmpb.2022.107307,2023,PROMISE12,Cardiac
pap-smear image segmentation and stage detection of cervical cancer using deep learning,10.1063/5.0113024,2022,PROMISE12,Cardiac
invariant content synergistic learning for domain generalization on medical image segmentation,10.1109/bibm55620.2022.9995034,2022,PROMISE12,Cardiac
automated prostate multi-regional segmentation in magnetic resonance using fully convolutional neural networks,10.1007/s00330-023-09410-9,2023,PROMISE12,Cardiac
surface‐gcn: learning interaction experience for organ segmentation in 3d medical images,10.1002/mp.16280,2023,PROMISE12,Cardiac
training auxiliary prototypical classifiers for explainable anomaly detection in medical image segmentation,10.1109/wacv56688.2023.00265,2023,PROMISE12,Cardiac
acl-net: adaptive and collaborative learning network for multi-site prostate mri segmentation,10.1109/bigdata55660.2022.10020468,2022,PROMISE12,Cardiac
nmnet: learning multi-level semantic information from scale extension domain for improved medical image segmentation,10.1016/j.bspc.2023.104651,2023,PROMISE12,Cardiac
comparison of automated segmentation techniques for magnetic resonance images of the prostate,10.1186/s12880-023-00974-y,2023,PROMISE12,Cardiac
evaluation of prostate multi parameter bone structures for martial arts practitioners based on magnetic resonance imaging,10.1016/j.jrras.2023.100549,2023,PROMISE12,Cardiac
utnet: a hybrid transformer architecture for medical image segmentation,10.1007/978-3-030-87199-4_6,2021,M&Ms,Prostate
the medical segmentation decathlon,10.1038/s41467-022-30695-9,2021,M&Ms,Prostate
transparency of deep neural networks for medical image analysis: a review of interpretability methods,10.1016/j.compbiomed.2021.105111,2021,M&Ms,Prostate
multi-site infant brain segmentation algorithms: the iseg-2019 challenge,10.1109/tmi.2021.3055428,2020,M&Ms,Prostate
semi-supervised meta-learning with disentanglement for domain-generalised medical image segmentation,10.1007/978-3-030-87196-3_29,2021,M&Ms,Prostate
adaptive hierarchical dual consistency for semi-supervised left atrium segmentation on cross-domain data,10.1109/tmi.2021.3113678,2022,M&Ms,Prostate
learning disentangled representations in the imaging domain,10.1016/j.media.2022.102516,2021,M&Ms,Prostate
artificial intelligence with deep learning in nuclear medicine and radiology,10.1186/s40658-021-00426-y,2021,M&Ms,Prostate
federated learning for multi-center imaging diagnostics: a simulation study in cardiovascular disease,10.1038/s41598-022-07186-4,2022,M&Ms,Prostate
atrialjsqnet: a new framework for joint segmentation and quantification of left atrium and scars incorporating spatial and shape information,10.1016/j.media.2021.102303,2022,M&Ms,Prostate
cascaded triplanar autoencoder m-net for fully automatic segmentation of left ventricle myocardial scar from three-dimensional late gadolinium-enhanced mr images,10.1109/jbhi.2022.3146013,2022,M&Ms,Prostate
assessment of right ventricular size and function from cardiovascular magnetic resonance images using artificial intelligence,10.1186/s12968-022-00861-5,2022,M&Ms,Prostate
transformers in medical image analysis: a review,10.1016/j.imed.2022.07.002,2022,M&Ms,Prostate
